id,profile_text
4c6849e04d67,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_4 body_word_band=band_3 body_structure=headed body_question_band=band_1 body_reference_band=band_2 body_mention_band=band_2 backport_term=present release_term=absent test_term=absent bug_term=absent docs_term=present security_term=present title_length=80 title_word_count=11 title_question_count=0 title_digit_count=9 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=10 body_length=2113 body_word_count=255 body_question_count=1 body_link_count=4 body_mention_count=4 body_reference_count=4 body_digit_count=184 body_exclamation_count=2 body_colon_count=45 body_line_count=11 body_unique_word_count=91 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=2 body_unique_character_count=60 base_channel=other_branch file_count=4 additions=10 deletions=15 changed_lines=25 test_file_count=0 docs_file_count=3 config_file_count=0 code_file_count=0 other_file_count=1 max_file_changes=19 max_file_additions=7 max_file_deletions=12 change_scope=medium
4c6b8b647456,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_3 body_mention_band=band_2 backport_term=present release_term=absent test_term=absent bug_term=absent docs_term=present security_term=absent title_length=70 title_word_count=9 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=9 body_length=824 body_word_count=119 body_question_count=0 body_link_count=4 body_mention_count=4 body_reference_count=6 body_digit_count=4 body_exclamation_count=0 body_colon_count=6 body_line_count=27 body_unique_word_count=64 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=43 base_channel=release_or_stable file_count=4 additions=242 deletions=246 changed_lines=488 test_file_count=1 docs_file_count=0 config_file_count=0 code_file_count=3 other_file_count=0 max_file_changes=217 max_file_additions=100 max_file_deletions=170 change_scope=large
4c7ca83fad27,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_3 body_mention_band=band_2 backport_term=present release_term=absent test_term=absent bug_term=absent docs_term=present security_term=absent title_length=44 title_word_count=7 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=7 body_length=823 body_word_count=119 body_question_count=0 body_link_count=4 body_mention_count=4 body_reference_count=6 body_digit_count=4 body_exclamation_count=0 body_colon_count=6 body_line_count=27 body_unique_word_count=64 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=43 base_channel=release_or_stable file_count=1 additions=1 deletions=1 changed_lines=2 test_file_count=1 docs_file_count=0 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=2 max_file_additions=1 max_file_deletions=1 change_scope=tiny
4c8351ccffd7,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=mixed body_question_band=zero body_reference_band=band_3 body_mention_band=zero backport_term=present release_term=absent test_term=present bug_term=present docs_term=absent security_term=absent title_length=52 title_word_count=8 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=7 body_length=667 body_word_count=95 body_question_count=0 body_link_count=1 body_mention_count=0 body_reference_count=5 body_digit_count=40 body_exclamation_count=0 body_colon_count=8 body_line_count=16 body_unique_word_count=72 body_code_block_count=0 body_checklist_item_count=1 body_heading_count=2 body_unique_character_count=51 base_channel=other_branch file_count=1 additions=342 deletions=263 changed_lines=605 test_file_count=1 docs_file_count=0 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=605 max_file_additions=342 max_file_deletions=263 change_scope=large
4cbd4c793e8b,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=plain body_question_band=band_1 body_reference_band=band_2 body_mention_band=band_1 backport_term=present release_term=present test_term=absent bug_term=absent docs_term=absent security_term=absent title_length=51 title_word_count=10 title_question_count=0 title_digit_count=3 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=10 body_length=1254 body_word_count=196 body_question_count=1 body_link_count=1 body_mention_count=1 body_reference_count=2 body_digit_count=108 body_exclamation_count=0 body_colon_count=6 body_line_count=23 body_unique_word_count=125 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=55 base_channel=release_or_stable file_count=5 additions=266 deletions=0 changed_lines=266 test_file_count=1 docs_file_count=0 config_file_count=0 code_file_count=3 other_file_count=1 max_file_changes=148 max_file_additions=148 max_file_deletions=0 change_scope=large
4ccefd2287bc,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=headed body_question_band=zero body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=present docs_term=absent security_term=absent title_length=70 title_word_count=12 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=12 body_length=53 body_word_count=9 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=1 body_digit_count=9 body_exclamation_count=0 body_colon_count=0 body_line_count=2 body_unique_word_count=9 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=1 body_unique_character_count=26 base_channel=release_or_stable file_count=1 additions=7 deletions=1 changed_lines=8 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=8 max_file_additions=7 max_file_deletions=1 change_scope=tiny
4cf6a3371a29,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=mixed body_question_band=zero body_reference_band=band_3 body_mention_band=zero backport_term=present release_term=present test_term=present bug_term=present docs_term=absent security_term=absent title_length=56 title_word_count=9 title_question_count=0 title_digit_count=1 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=9 body_length=634 body_word_count=114 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=5 body_digit_count=36 body_exclamation_count=0 body_colon_count=2 body_line_count=18 body_unique_word_count=71 body_code_block_count=0 body_checklist_item_count=3 body_heading_count=1 body_unique_character_count=50 base_channel=other_branch file_count=2 additions=56 deletions=10 changed_lines=66 test_file_count=0 docs_file_count=1 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=34 max_file_additions=32 max_file_deletions=10 change_scope=medium
4cfc41e0ad2f,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=headed body_question_band=band_1 body_reference_band=band_2 body_mention_band=band_1 backport_term=present release_term=present test_term=present bug_term=present docs_term=absent security_term=absent title_length=64 title_word_count=12 title_question_count=0 title_digit_count=7 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=12 body_length=1110 body_word_count=173 body_question_count=1 body_link_count=1 body_mention_count=1 body_reference_count=4 body_digit_count=61 body_exclamation_count=0 body_colon_count=7 body_line_count=25 body_unique_word_count=125 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=1 body_unique_character_count=51 base_channel=release_or_stable file_count=1 additions=1 deletions=1 changed_lines=2 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=2 max_file_additions=1 max_file_deletions=1 change_scope=tiny
4d4e3fde6d2c,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=mixed body_question_band=zero body_reference_band=band_2 body_mention_band=band_3 backport_term=present release_term=present test_term=present bug_term=absent docs_term=present security_term=absent title_length=60 title_word_count=11 title_question_count=0 title_digit_count=2 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=9 body_length=940 body_word_count=146 body_question_count=0 body_link_count=0 body_mention_count=5 body_reference_count=2 body_digit_count=40 body_exclamation_count=0 body_colon_count=6 body_line_count=17 body_unique_word_count=86 body_code_block_count=0 body_checklist_item_count=5 body_heading_count=2 body_unique_character_count=49 base_channel=release_or_stable file_count=11 additions=22 deletions=21 changed_lines=43 test_file_count=0 docs_file_count=2 config_file_count=0 code_file_count=7 other_file_count=2 max_file_changes=23 max_file_additions=12 max_file_deletions=11 change_scope=large
4d54cb54b4c4,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=plain body_question_band=zero body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=absent docs_term=absent security_term=absent title_length=98 title_word_count=16 title_question_count=0 title_digit_count=7 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=16 body_length=40 body_word_count=9 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=1 body_digit_count=9 body_exclamation_count=0 body_colon_count=0 body_line_count=1 body_unique_word_count=9 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=25 base_channel=release_or_stable file_count=11 additions=1269 deletions=240 changed_lines=1509 test_file_count=4 docs_file_count=0 config_file_count=0 code_file_count=5 other_file_count=2 max_file_changes=600 max_file_additions=600 max_file_deletions=115 change_scope=large
4d8968c9d146,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=plain body_question_band=zero body_reference_band=band_2 body_mention_band=zero backport_term=present release_term=absent test_term=absent bug_term=present docs_term=absent security_term=absent title_length=85 title_word_count=13 title_question_count=0 title_digit_count=5 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=13 body_length=1076 body_word_count=162 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=4 body_digit_count=19 body_exclamation_count=0 body_colon_count=6 body_line_count=14 body_unique_word_count=112 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=48 base_channel=other_branch file_count=8 additions=942 deletions=377 changed_lines=1319 test_file_count=3 docs_file_count=0 config_file_count=0 code_file_count=5 other_file_count=0 max_file_changes=727 max_file_additions=581 max_file_deletions=175 change_scope=large
4dbf304ec8ed,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=absent docs_term=present security_term=absent title_length=42 title_word_count=8 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=8 body_length=238 body_word_count=39 body_question_count=0 body_link_count=1 body_mention_count=0 body_reference_count=1 body_digit_count=13 body_exclamation_count=0 body_colon_count=1 body_line_count=3 body_unique_word_count=34 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=41 base_channel=release_or_stable file_count=1 additions=6 deletions=1 changed_lines=7 test_file_count=0 docs_file_count=1 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=7 max_file_additions=6 max_file_deletions=1 change_scope=tiny
4dc57070acc8,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=band_2 body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=absent docs_term=present security_term=absent title_length=70 title_word_count=12 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=11 body_length=498 body_word_count=73 body_question_count=3 body_link_count=2 body_mention_count=0 body_reference_count=1 body_digit_count=47 body_exclamation_count=0 body_colon_count=2 body_line_count=17 body_unique_word_count=51 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=49 base_channel=release_or_stable file_count=1 additions=1 deletions=2 changed_lines=3 test_file_count=0 docs_file_count=1 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=3 max_file_additions=1 max_file_deletions=2 change_scope=tiny
4dcb2ba6100d,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_2 body_mention_band=band_1 backport_term=present release_term=present test_term=present bug_term=present docs_term=absent security_term=absent title_length=74 title_word_count=12 title_question_count=0 title_digit_count=5 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=12 body_length=449 body_word_count=55 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=2 body_digit_count=19 body_exclamation_count=0 body_colon_count=2 body_line_count=16 body_unique_word_count=49 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=43 base_channel=release_or_stable file_count=3 additions=64 deletions=1 changed_lines=65 test_file_count=2 docs_file_count=0 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=43 max_file_additions=43 max_file_deletions=1 change_scope=medium
4dcc8dd676dc,title_length_band=band_1 title_word_band=band_1 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=headed body_question_band=zero body_reference_band=band_2 body_mention_band=band_3 backport_term=present release_term=present test_term=absent bug_term=absent docs_term=absent security_term=absent title_length=16 title_word_count=2 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=2 body_length=1019 body_word_count=181 body_question_count=0 body_link_count=1 body_mention_count=26 body_reference_count=2 body_digit_count=93 body_exclamation_count=0 body_colon_count=4 body_line_count=59 body_unique_word_count=69 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=19 body_unique_character_count=46 base_channel=release_or_stable file_count=20 additions=70 deletions=14 changed_lines=84 test_file_count=1 docs_file_count=10 config_file_count=9 code_file_count=0 other_file_count=0 max_file_changes=7 max_file_additions=7 max_file_deletions=5 change_scope=large
4e01729f4477,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_3 body_mention_band=band_2 backport_term=present release_term=absent test_term=absent bug_term=absent docs_term=present security_term=absent title_length=66 title_word_count=9 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=9 body_length=825 body_word_count=119 body_question_count=0 body_link_count=4 body_mention_count=4 body_reference_count=6 body_digit_count=4 body_exclamation_count=0 body_colon_count=6 body_line_count=28 body_unique_word_count=64 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=42 base_channel=release_or_stable file_count=7 additions=246 deletions=151 changed_lines=397 test_file_count=3 docs_file_count=0 config_file_count=0 code_file_count=4 other_file_count=0 max_file_changes=149 max_file_additions=98 max_file_deletions=51 change_scope=large
4e05be58535e,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_3 body_mention_band=band_2 backport_term=present release_term=absent test_term=absent bug_term=absent docs_term=present security_term=absent title_length=47 title_word_count=7 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=7 body_length=824 body_word_count=119 body_question_count=0 body_link_count=4 body_mention_count=4 body_reference_count=6 body_digit_count=4 body_exclamation_count=0 body_colon_count=6 body_line_count=27 body_unique_word_count=64 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=43 base_channel=release_or_stable file_count=1 additions=4 deletions=0 changed_lines=4 test_file_count=0 docs_file_count=0 config_file_count=1 code_file_count=0 other_file_count=0 max_file_changes=4 max_file_additions=4 max_file_deletions=0 change_scope=tiny
4e5de6c35f2d,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=headed body_question_band=zero body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=present docs_term=absent security_term=absent title_length=48 title_word_count=9 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=9 body_length=53 body_word_count=9 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=1 body_digit_count=9 body_exclamation_count=0 body_colon_count=0 body_line_count=2 body_unique_word_count=9 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=1 body_unique_character_count=26 base_channel=release_or_stable file_count=1 additions=2 deletions=1 changed_lines=3 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=0 other_file_count=1 max_file_changes=3 max_file_additions=2 max_file_deletions=1 change_scope=tiny
4e71fbfcc1dc,title_length_band=band_3 title_word_band=band_2 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=headed body_question_band=zero body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=present docs_term=absent security_term=absent title_length=117 title_word_count=16 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=16 body_length=53 body_word_count=9 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=1 body_digit_count=9 body_exclamation_count=0 body_colon_count=0 body_line_count=2 body_unique_word_count=9 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=1 body_unique_character_count=28 base_channel=release_or_stable file_count=1 additions=1 deletions=1 changed_lines=2 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=0 other_file_count=1 max_file_changes=2 max_file_additions=1 max_file_deletions=1 change_scope=tiny
4e7cff06397c,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=plain body_question_band=zero body_reference_band=band_2 body_mention_band=band_1 backport_term=present release_term=present test_term=present bug_term=absent docs_term=absent security_term=absent title_length=82 title_word_count=12 title_question_count=0 title_digit_count=3 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=12 body_length=1483 body_word_count=227 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=2 body_digit_count=14 body_exclamation_count=0 body_colon_count=5 body_line_count=19 body_unique_word_count=152 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=48 base_channel=release_or_stable file_count=2 additions=93 deletions=6 changed_lines=99 test_file_count=2 docs_file_count=0 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=69 max_file_additions=69 max_file_deletions=6 change_scope=medium
4e8fbc0ca23b,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=mixed body_question_band=band_2 body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=present bug_term=absent docs_term=absent security_term=present title_length=85 title_word_count=20 title_question_count=0 title_digit_count=16 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=15 body_length=1621 body_word_count=268 body_question_count=3 body_link_count=0 body_mention_count=0 body_reference_count=1 body_digit_count=125 body_exclamation_count=0 body_colon_count=2 body_line_count=25 body_unique_word_count=148 body_code_block_count=0 body_checklist_item_count=5 body_heading_count=3 body_unique_character_count=55 base_channel=release_or_stable file_count=3 additions=5 deletions=5 changed_lines=10 test_file_count=0 docs_file_count=0 config_file_count=1 code_file_count=0 other_file_count=2 max_file_changes=4 max_file_additions=2 max_file_deletions=2 change_scope=small
4e93184c8056,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_1 body_structure=plain body_question_band=zero body_reference_band=zero body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=present docs_term=absent security_term=absent title_length=68 title_word_count=9 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=9 body_length=170 body_word_count=26 body_question_count=0 body_link_count=1 body_mention_count=0 body_reference_count=0 body_digit_count=6 body_exclamation_count=0 body_colon_count=2 body_line_count=3 body_unique_word_count=21 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=38 base_channel=release_or_stable file_count=2 additions=3 deletions=6 changed_lines=9 test_file_count=0 docs_file_count=0 config_file_count=2 code_file_count=0 other_file_count=0 max_file_changes=5 max_file_additions=2 max_file_deletions=4 change_scope=small
4e9414a0f94e,title_length_band=band_1 title_word_band=band_1 title_question_band=zero body_length_band=band_5 body_word_band=band_5 body_structure=mixed body_question_band=band_2 body_reference_band=band_3 body_mention_band=zero backport_term=absent release_term=present test_term=present bug_term=present docs_term=present security_term=present title_length=40 title_word_count=6 title_question_count=0 title_digit_count=2 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=6 body_length=13653 body_word_count=1862 body_question_count=2 body_link_count=103 body_mention_count=0 body_reference_count=14 body_digit_count=1703 body_exclamation_count=5 body_colon_count=143 body_line_count=249 body_unique_word_count=481 body_code_block_count=3 body_checklist_item_count=1 body_heading_count=32 body_unique_character_count=74 base_channel=other_branch file_count=2 additions=23 deletions=6 changed_lines=29 test_file_count=0 docs_file_count=0 config_file_count=2 code_file_count=0 other_file_count=0 max_file_changes=27 max_file_additions=22 max_file_deletions=5 change_scope=small
4e9472743728,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_2 body_mention_band=band_1 backport_term=present release_term=present test_term=present bug_term=present docs_term=absent security_term=absent title_length=83 title_word_count=12 title_question_count=0 title_digit_count=3 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=12 body_length=335 body_word_count=57 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=2 body_digit_count=14 body_exclamation_count=0 body_colon_count=4 body_line_count=18 body_unique_word_count=41 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=39 base_channel=release_or_stable file_count=1 additions=6 deletions=0 changed_lines=6 test_file_count=1 docs_file_count=0 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=6 max_file_additions=6 max_file_deletions=0 change_scope=tiny
4ed8cb213057,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=mixed body_question_band=band_2 body_reference_band=band_3 body_mention_band=band_2 backport_term=absent release_term=present test_term=present bug_term=present docs_term=absent security_term=absent title_length=55 title_word_count=9 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=9 body_length=1349 body_word_count=171 body_question_count=2 body_link_count=3 body_mention_count=2 body_reference_count=5 body_digit_count=42 body_exclamation_count=3 body_colon_count=8 body_line_count=38 body_unique_word_count=107 body_code_block_count=0 body_checklist_item_count=3 body_heading_count=3 body_unique_character_count=57 base_channel=other_branch file_count=1 additions=23 deletions=7 changed_lines=30 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=30 max_file_additions=23 max_file_deletions=7 change_scope=small
4ee583eecfb7,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=plain body_question_band=zero body_reference_band=band_1 body_mention_band=band_1 backport_term=present release_term=present test_term=absent bug_term=present docs_term=absent security_term=absent title_length=72 title_word_count=11 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=11 body_length=82 body_word_count=15 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=1 body_digit_count=7 body_exclamation_count=0 body_colon_count=0 body_line_count=1 body_unique_word_count=15 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=31 base_channel=release_or_stable file_count=3 additions=76 deletions=2 changed_lines=78 test_file_count=1 docs_file_count=1 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=66 max_file_additions=66 max_file_deletions=2 change_scope=medium
4f43b6d261a1,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_4 body_word_band=band_3 body_structure=checklist body_question_band=band_2 body_reference_band=band_2 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=present docs_term=present security_term=absent title_length=50 title_word_count=8 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=8 body_length=2807 body_word_count=400 body_question_count=3 body_link_count=3 body_mention_count=0 body_reference_count=2 body_digit_count=45 body_exclamation_count=0 body_colon_count=12 body_line_count=42 body_unique_word_count=217 body_code_block_count=0 body_checklist_item_count=3 body_heading_count=0 body_unique_character_count=55 base_channel=release_or_stable file_count=7 additions=518 deletions=95 changed_lines=613 test_file_count=0 docs_file_count=7 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=197 max_file_additions=169 max_file_deletions=31 change_scope=large
4f465a30356f,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=headed body_question_band=zero body_reference_band=band_2 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=absent docs_term=present security_term=absent title_length=55 title_word_count=8 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=8 body_length=784 body_word_count=111 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=2 body_digit_count=10 body_exclamation_count=0 body_colon_count=0 body_line_count=17 body_unique_word_count=73 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=3 body_unique_character_count=40 base_channel=release_or_stable file_count=3 additions=161 deletions=5 changed_lines=166 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=3 other_file_count=0 max_file_changes=138 max_file_additions=138 max_file_deletions=4 change_scope=medium
4fd7d6e71d9c,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=headed body_question_band=zero body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=present docs_term=absent security_term=absent title_length=69 title_word_count=11 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=11 body_length=53 body_word_count=9 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=1 body_digit_count=9 body_exclamation_count=0 body_colon_count=0 body_line_count=2 body_unique_word_count=9 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=1 body_unique_character_count=27 base_channel=release_or_stable file_count=2 additions=5 deletions=8 changed_lines=13 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=2 other_file_count=0 max_file_changes=12 max_file_additions=4 max_file_deletions=8 change_scope=small
4fdbabda07d8,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_2 body_word_band=band_1 body_structure=mixed body_question_band=zero body_reference_band=zero body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=absent docs_term=absent security_term=absent title_length=42 title_word_count=5 title_question_count=0 title_digit_count=5 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=5 body_length=142 body_word_count=18 body_question_count=0 body_link_count=1 body_mention_count=0 body_reference_count=0 body_digit_count=5 body_exclamation_count=0 body_colon_count=1 body_line_count=9 body_unique_word_count=15 body_code_block_count=1 body_checklist_item_count=0 body_heading_count=2 body_unique_character_count=31 base_channel=release_or_stable file_count=2 additions=3 deletions=7 changed_lines=10 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=0 other_file_count=2 max_file_changes=8 max_file_additions=2 max_file_deletions=6 change_scope=small
4ffa0fdc0e62,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_3 body_mention_band=band_2 backport_term=absent release_term=absent test_term=absent bug_term=absent docs_term=absent security_term=absent title_length=49 title_word_count=9 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=9 body_length=351 body_word_count=52 body_question_count=0 body_link_count=1 body_mention_count=2 body_reference_count=5 body_digit_count=8 body_exclamation_count=0 body_colon_count=5 body_line_count=9 body_unique_word_count=36 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=41 base_channel=other_branch file_count=3 additions=3 deletions=3 changed_lines=6 test_file_count=0 docs_file_count=0 config_file_count=3 code_file_count=0 other_file_count=0 max_file_changes=2 max_file_additions=1 max_file_deletions=1 change_scope=small
